Ad clicked Date,Ad Title/Id
2019/07/16 01:30:57 UTC,61378596
2019/06/27 01:15:53 UTC,86082943
2019/06/27 01:15:47 UTC,86082943
2019/09/29 09:46:14 UTC,85820784
2019/04/24 15:52:37 UTC,64330226
2020/04/22 02:02:39 UTC,82992346
2020/06/24 06:12:18 UTC,105531663
2019/03/13 08:24:24 UTC,47200555
2020/12/11 06:05:44 UTC,117827424
2020/12/11 06:04:30 UTC,117827424
2020/12/11 07:30:15 UTC,117827424
2020/09/10 14:20:47 UTC,107443304
2020/09/10 14:19:20 UTC,107443304
2020/07/17 07:41:52 UTC,106471733
2019/08/10 12:52:25 UTC,88172193
2019/05/26 16:24:40 UTC,80000304
2019/06/03 14:49:42 UTC,48195575
2019/11/19 09:49:12 UTC,76486296
2019/05/26 16:25:03 UTC,80000304
2019/04/04 03:46:47 UTC,59791436
2019/03/19 05:07:15 UTC,59791436
2019/03/19 05:07:15 UTC,59791436
2019/01/15 16:57:35 UTC,61378736
2019/01/15 16:57:36 UTC,61378736
2019/05/21 14:39:57 UTC,65193326
2019/05/26 16:24:41 UTC,80000304
2019/06/28 15:28:23 UTC,48398375
2020/07/17 16:45:53 UTC,82654246
2019/07/17 08:40:32 UTC,82983084
2019/07/20 05:20:11 UTC,82830334
2019/06/14 00:36:55 UTC,48264865
2019/06/15 04:21:15 UTC,48492265
2019/08/18 04:30:07 UTC,49157015
2019/08/01 08:53:35 UTC,48864905
2019/05/17 01:27:40 UTC,62648376
2019/06/08 02:48:49 UTC,81084784
2019/05/22 06:01:45 UTC,62648376
2019/05/22 06:01:44 UTC,62648376
2019/05/17 01:27:40 UTC,62648376
2020/07/17 07:42:11 UTC,106471733
2019/07/20 15:00:04 UTC,48680325
2019/06/02 16:04:12 UTC,66308586
2019/06/02 16:03:53 UTC,66308586
2019/05/08 11:38:01 UTC,66381586
2020/12/24 09:30:49 UTC,119313944
2020/08/08 01:03:59 UTC,84709456
2019/11/05 04:39:32 UTC,91324293
2019/07/16 01:33:11 UTC,48752425
2020/02/12 14:41:14 UTC,96056003
2019/07/16 01:33:21 UTC,48752425
2019/12/18 06:03:01 UTC,87566914
2019/12/18 06:03:01 UTC,87566914
2019/05/30 17:34:48 UTC,68051586
2019/05/30 17:33:35 UTC,68051586
2019/05/30 17:33:08 UTC,68051586
2019/05/30 17:33:57 UTC,68051586
2019/05/30 17:34:03 UTC,68051586
2019/05/30 17:33:15 UTC,68051586
2019/05/30 17:34:46 UTC,68051586
2019/05/26 16:32:46 UTC,66381566
2019/10/30 14:48:38 UTC,91725663
2019/05/30 17:33:35 UTC,68051586
2019/06/20 17:20:07 UTC,82495224
2020/07/12 08:09:48 UTC,90063806
2020/04/04 16:14:54 UTC,96071814
2019/06/15 04:21:02 UTC,68612586
2019/06/29 15:20:58 UTC,68872386
2020/09/10 14:17:16 UTC,107443304
2019/12/28 13:57:37 UTC,91030814
2020/12/02 10:06:46 UTC,119458413
2020/12/08 12:14:35 UTC,119458413
2019/07/26 05:12:47 UTC,70265486
2019/07/26 05:11:40 UTC,70265486
2019/07/26 05:12:46 UTC,70265486
2019/07/26 05:12:39 UTC,70265486
2019/07/26 05:11:40 UTC,70265486
2019/07/26 05:12:24 UTC,70265486
2020/07/19 00:58:55 UTC,84709466
2019/11/16 12:00:49 UTC,70878886
2019/11/16 12:00:50 UTC,70878886
2020/08/02 16:10:57 UTC,107518074
2020/01/15 12:33:22 UTC,78788756
2020/04/14 15:33:10 UTC,77190526
2020/04/14 15:33:12 UTC,77190526
2020/01/15 12:33:22 UTC,78788756
2019/10/04 15:58:13 UTC,49413525
2020/07/17 16:45:53 UTC,82654246
2019/04/24 15:49:27 UTC,47803955
2020/04/19 05:23:16 UTC,77190536
2019/04/24 15:49:28 UTC,47803955
2019/06/10 01:24:24 UTC,48410985
2020/03/18 16:50:30 UTC,77183876
2020/05/18 12:31:08 UTC,77757636
2020/05/18 12:31:07 UTC,77757636
2020/03/18 16:50:29 UTC,77183876
2019/06/10 01:23:52 UTC,48410985
2020/08/15 15:49:50 UTC,51666665
2019/04/25 16:31:54 UTC,47782405
2020/01/16 12:38:22 UTC,78918986
2019/06/10 01:25:06 UTC,48410985
2019/04/25 04:07:11 UTC,47782405
2019/04/27 12:12:59 UTC,66007946
2019/06/04 04:05:53 UTC,67733616
2019/03/09 16:45:19 UTC,63803716
2019/04/27 12:13:02 UTC,66007946
2019/06/04 04:05:53 UTC,67733616
2020/11/15 08:21:53 UTC,94013296
2019/10/29 12:03:36 UTC,75284376
2019/10/29 12:03:36 UTC,75284376
2019/04/24 15:15:13 UTC,47782405
2020/10/08 16:55:54 UTC,95792576
2020/10/08 16:55:50 UTC,95792576
2019/03/15 17:19:06 UTC,77440854
2020/08/11 10:37:55 UTC,106472453
2019/05/30 00:32:58 UTC,84379383
2019/06/20 17:20:25 UTC,80749023
2019/10/30 14:48:07 UTC,91725663
2019/05/30 00:32:51 UTC,84379383
2019/06/08 03:06:30 UTC,84697013
2020/11/20 02:11:57 UTC,114334614
2019/06/10 01:23:52 UTC,48410985
2020/02/16 04:49:36 UTC,51498325
2020/02/16 04:49:35 UTC,51498325
2020/02/15 04:52:34 UTC,84620424
2020/11/15 08:21:54 UTC,94013296
2019/09/08 05:39:46 UTC,71856326
2019/08/22 23:49:27 UTC,71829426
2019/05/29 00:23:21 UTC,48199835
2020/10/11 04:56:23 UTC,104964443
2020/10/11 04:56:22 UTC,104964443
2020/01/30 12:20:56 UTC,65099703
2019/04/18 11:16:57 UTC,66064496
2019/04/24 15:15:12 UTC,47782405
2020/07/03 04:40:18 UTC,47065655
2019/04/26 18:49:06 UTC,82089053
2019/05/08 11:39:48 UTC,47134705
2019/05/08 11:40:11 UTC,47134705
2019/11/05 07:36:13 UTC,74436406
2019/07/13 06:07:21 UTC,61983724
2020/04/02 11:59:06 UTC,95696774
2020/04/02 11:58:16 UTC,95696774
2020/04/02 11:58:14 UTC,95696774
2019/07/13 06:07:10 UTC,61983724
2019/05/08 11:40:11 UTC,47134705
2019/10/09 16:11:47 UTC,91042453
2019/03/13 08:24:19 UTC,47200555
2019/03/19 05:07:57 UTC,47200555
2019/07/20 14:53:13 UTC,81244253
2019/04/25 16:31:54 UTC,47782405
2019/07/21 15:02:33 UTC,69932306
2019/07/21 15:02:30 UTC,69932306
2019/07/20 07:27:57 UTC,69769756
2019/07/21 10:33:15 UTC,67909106
2019/04/11 12:29:20 UTC,55374616
2019/09/03 12:59:23 UTC,42383081
2020/06/24 06:10:24 UTC,105218563
2019/06/11 00:56:00 UTC,68382596
2019/09/18 03:12:10 UTC,61378866
2019/06/14 10:07:43 UTC,68476676
2019/09/18 03:12:11 UTC,61378866
2019/08/17 13:02:19 UTC,71245446
2019/06/14 10:07:43 UTC,68476676
2019/06/26 11:07:35 UTC,69273196
2019/07/19 00:48:39 UTC,87117233
2019/03/19 05:07:57 UTC,47200555
2019/04/11 12:27:43 UTC,65451426
2019/07/19 00:48:39 UTC,87117233
2019/06/26 11:07:55 UTC,69273196
2019/04/11 12:27:43 UTC,65451426
2019/10/11 06:13:58 UTC,87360424
2019/10/30 14:48:17 UTC,91725663
2019/10/09 12:13:14 UTC,90661513
2019/06/08 03:06:41 UTC,84697013
2019/02/24 04:51:10 UTC,74140483
2020/04/24 06:02:13 UTC,46364445
2020/07/17 07:41:49 UTC,106471733
2019/06/08 03:06:35 UTC,84697013
2020/04/24 06:02:14 UTC,46364445
2019/07/20 10:01:52 UTC,86877023
2019/10/09 12:13:12 UTC,90661513
2019/02/17 23:13:03 UTC,80013113
2019/09/14 00:48:32 UTC,72841296
2020/02/09 04:26:17 UTC,80043216
